,Category,Rating,Reviews,Size,Installs,Price,Content Rating,Android Ver
1582,18,4.6,59800,7.8,"5,000,000+",0,0,2.3
1583,18,4.4,2610526,46,"100,000,000+",0,0,4.1
1584,18,4.4,4066989,69,"100,000,000+",0,10,4.1
1585,18,4.5,3778921,75,"100,000,000+",0,0,4.1
1586,18,4.4,6198563,67,"100,000,000+",0,0,4.1
1587,18,4.3,10306,50,"1,000,000+",0,17,2.3
1588,18,4.6,44891723,98,"100,000,000+",0,10,4.1
1589,18,4.3,1000417,0,"50,000,000+",0,13,4.4
1590,18,4.2,17039,4.9,"5,000,000+",0,0,2.3
1591,18,4.2,685981,37,"100,000,000+",0,0,4.1
1592,18,4.5,10393,18,"1,000,000+",0,0,4.0
1593,18,4.5,14198297,52,"100,000,000+",0,0,4.0
1594,18,4.5,592068,0,"50,000,000+",0,0,4.1
1595,18,4.7,1732263,78,"50,000,000+",0,0,3.0
1596,18,4.7,295241,3.9,"10,000,000+",0,0,3.0
1597,18,4.5,1135631,59,"50,000,000+",0,13,4.0
1598,18,4.4,5566669,97,"100,000,000+",0,0,4.1
1599,18,4.3,1295557,11,"100,000,000+",0,0,4.1
1600,18,3.8,270687,38,"10,000,000+",0,13,4.0
1601,18,4.6,2157930,0,"10,000,000+",0,0,4.0
1602,18,4.6,506275,0,"10,000,000+",0,0,4.1
1603,18,4.4,4920817,0,"100,000,000+",0,10,0.0
1604,18,4.3,23005,0,"5,000,000+",0,0,4.1
1605,18,4.1,68057,85,"10,000,000+",0,0,4.1
1606,18,4.3,1300490,78,"50,000,000+",0,0,4.0
1607,18,4.4,8923587,63,"100,000,000+",0,0,4.2
1608,18,4.6,4128732,0,"50,000,000+",0,0,4.0
1609,18,4.3,42053,24,"10,000,000+",0,0,4.0
1610,18,4.4,257724,69,"10,000,000+",0,10,4.0
1611,18,4.7,990491,75,"10,000,000+",0,0,4.1
1612,18,4.5,10216538,0,"100,000,000+",0,10,0.0
1613,18,4.4,7614130,70,"100,000,000+",0,0,2.3
1614,18,4.6,760628,63,"10,000,000+",0,0,4.0
1615,18,4.5,9881829,99,"100,000,000+",0,0,4.1
1616,18,4.4,2123381,49,"100,000,000+",0,0,4.1
1617,18,4.6,7671249,0,"100,000,000+",0,17,0.0
1618,18,4.5,27723193,76,"1,000,000,000+",0,10,4.1
1619,18,4.5,4447346,67,"100,000,000+",0,10,4.1
1620,18,4.3,10485334,24,"500,000,000+",0,0,4.0
1621,18,4.5,14198602,52,"100,000,000+",0,0,4.0
1622,18,4.6,44891723,98,"100,000,000+",0,10,4.1
1623,18,4.4,22428456,74,"500,000,000+",0,0,4.1
1624,18,4.4,4066980,69,"100,000,000+",0,10,4.1
1625,18,4.5,3197865,82,"100,000,000+",0,0,4.0
1626,18,4.7,1351068,0,"10,000,000+",0,0,4.1
1627,18,4.6,5418675,96,"100,000,000+",0,0,4.4
1628,18,4.5,9881908,99,"100,000,000+",0,0,4.1
1629,18,4.5,148895,46,"10,000,000+",0,0,4.0
1630,18,4.7,1889250,0,"50,000,000+",0,0,4.1
1631,18,4.5,183846,99,"10,000,000+",0,0,4.4
1632,18,4.8,230710,87,"10,000,000+",0,0,4.1
1633,18,4.7,295305,3.9,"10,000,000+",0,0,3.0
1634,18,4.4,6198880,67,"100,000,000+",0,0,4.1
1635,18,4.6,2157930,0,"10,000,000+",0,0,4.0
1636,18,4.5,5465624,53,"100,000,000+",0,13,4.0
1637,18,4.6,59854,7.8,"5,000,000+",0,0,2.3
1638,18,4.7,1534466,0,"50,000,000+",0,13,4.1
1639,18,4.6,23134775,97,"100,000,000+",0,10,4.1
1640,18,4.5,14891223,0,"500,000,000+",0,0,4.1
1641,18,4.6,7672495,0,"100,000,000+",0,17,0.0
1642,18,4.5,1137271,59,"50,000,000+",0,13,4.0
1643,18,4.6,506275,0,"10,000,000+",0,0,4.1
1644,18,4.4,2610622,46,"100,000,000+",0,0,4.1
1645,18,4.7,990586,75,"10,000,000+",0,0,4.1
1646,18,4.3,10354,50,"1,000,000+",0,17,2.3
1647,18,4.3,8118937,62,"500,000,000+",0,0,4.0
1648,18,4.4,4921122,0,"100,000,000+",0,10,0.0
1649,18,4.3,18985,23,"5,000,000+",0,0,4.0
1650,18,4.5,655067,72,"10,000,000+",0,13,4.0
1651,18,4.4,7614271,70,"100,000,000+",0,0,2.3
1652,18,4.5,10434,18,"1,000,000+",0,0,4.0
1653,18,4.4,5234825,0,"100,000,000+",0,0,2.3
1654,18,4.5,1385093,35,"100,000,000+",0,0,4.1
1655,18,4.6,2698348,78,"100,000,000+",0,0,4.1
1656,18,4.7,1125017,25,"10,000,000+",0,0,4.3
1657,18,4.6,9882639,74,"100,000,000+",0,0,4.4
1658,18,4.4,5566805,97,"100,000,000+",0,0,4.1
1659,18,4.4,74673,17,"10,000,000+",0,0,4.0
1660,18,4.5,5387639,53,"100,000,000+",0,0,4.1
1661,18,4.6,2750410,0,"100,000,000+",0,0,4.2
1662,18,4.3,1295606,11,"100,000,000+",0,0,4.1
1663,18,4.5,461137,60,"10,000,000+",0,0,4.0
1664,18,4.5,946926,57,"50,000,000+",0,0,4.0
1665,18,4.4,9305,14,"1,000,000+",0,0,4.0
1666,18,4.5,4448791,67,"100,000,000+",0,10,4.1
1667,18,4.2,1498648,33,"100,000,000+",0,0,4.1
1668,18,4.5,27724094,76,"1,000,000,000+",0,10,4.1
1669,18,4.4,22428456,74,"500,000,000+",0,0,4.1
1670,18,4.7,1351089,0,"10,000,000+",0,0,4.1
1671,18,4.2,360630,40,"50,000,000+",0,0,4.1
1672,18,4.5,1137267,59,"50,000,000+",0,13,4.0
1673,18,4.5,14200344,52,"100,000,000+",0,0,4.0
1674,18,4.6,7672495,0,"100,000,000+",0,17,0.0
1675,18,4.4,5234810,0,"100,000,000+",0,0,2.3
1676,18,4.5,6074334,100,"100,000,000+",0,13,4.1
1677,18,4.3,8118937,62,"500,000,000+",0,0,4.0
1678,18,4.3,1000417,0,"50,000,000+",0,13,4.4
1679,18,4.5,592282,0,"50,000,000+",0,0,4.1
1680,18,4.7,1535084,0,"50,000,000+",0,13,4.1
1681,18,4.7,8118880,0,"100,000,000+",0,0,4.1
1682,18,4.1,10424925,85,"100,000,000+",0,0,4.4
1683,18,4.8,230727,87,"10,000,000+",0,0,4.1
1684,18,4.4,37023,33,"10,000,000+",0,0,5.0
1685,18,4.2,422244,32,"50,000,000+",0,13,4.1
1686,18,4.4,98123,40,"10,000,000+",0,13,4.1
1687,18,4.7,21262,29,"1,000,000+",0,0,4.4
1688,18,4.3,118253,40,"10,000,000+",0,13,4.1
1689,18,4.7,141529,24,"5,000,000+",0,10,4.1
1690,18,4.2,70226,38,"5,000,000+",0,0,4.1
1691,18,4.3,2251012,52,"100,000,000+",0,0,4.0
1692,18,4.4,30253,0,"1,000,000+",0,0,4.1
1693,18,4.1,15763,54,"1,000,000+",0,0,4.1
1694,18,4.1,84911,71,"10,000,000+",0,0,4.1
1695,18,4.2,46416,73,"10,000,000+",0,0,4.1
1696,18,4.5,946926,57,"50,000,000+",0,0,4.0
1697,18,4.7,7196,38,"500,000+",0,0,4.3
1698,18,4.6,48256,62,"1,000,000+",0,0,4.1
1699,18,4.5,6427773,95,"100,000,000+",0,0,4.1
1700,18,3.1,25825,16,"5,000,000+",0,0,4.4
1701,18,4.1,55380,39,"5,000,000+",0,0,5.0
1702,18,3.4,148177,78,"10,000,000+",0,0,4.1
1703,18,4.4,3715656,36,"50,000,000+",0,13,4.3
1704,18,4.3,1841061,0,"50,000,000+",0,13,0.0
1705,18,4.6,101686,31,"10,000,000+",0,0,4.1
1706,18,4.4,275447,0,"10,000,000+",0,10,4.1
1707,18,4.3,174755,98,"10,000,000+",0,10,5.0
1708,18,4.6,4578476,24,"50,000,000+",0,10,4.1
1709,18,4.2,145353,85,"10,000,000+",0,13,4.1
1710,18,4.2,1499373,33,"100,000,000+",0,0,4.1
1711,18,4.5,531458,100,"5,000,000+",0,0,4.0
1712,18,4.4,3714270,36,"50,000,000+",0,13,4.3
1713,18,4.2,195558,86,"10,000,000+",0,0,5.0
1714,18,4.5,29940,80,"1,000,000+",0,0,4.1
1715,18,4.8,230727,87,"10,000,000+",0,0,4.1
1716,18,4.4,41975,79,"1,000,000+",0,0,5.0
1717,18,4.6,216675,30,"10,000,000+",0,0,4.1
1718,18,4.5,2311785,87,"10,000,000+",0,13,4.1
1719,18,4.3,165888,91,"5,000,000+",0,13,4.4
1720,18,4.6,541144,63,"10,000,000+",0,13,5.0
1721,18,4.4,1107310,0,"10,000,000+",0,13,4.4
1722,18,4.4,29168,0,"1,000,000+",0,0,4.1
1723,18,4.5,189773,95,"5,000,000+",0,13,4.1
1724,18,4.6,337752,48,"5,000,000+",0,13,6.0
1725,18,4.6,102107,0,"5,000,000+",0,10,0.0
1726,18,4.6,3093358,0,"10,000,000+",0,0,4.0
1727,18,4.1,42079,93,"5,000,000+",0,0,4.1
1728,18,4.5,240416,53,"5,000,000+",0,0,4.0
1729,18,4.6,32506,82,"1,000,000+",0,0,4.2
1730,18,4.4,70747,99,"5,000,000+",0,13,4.4
1731,18,4.7,358817,49,"10,000,000+",0,0,4.1
1732,18,4.6,15403,25,"1,000,000+",0,0,4.1
1733,18,4.3,38957,0,"1,000,000+",0,0,0.0
1734,18,4.5,214777,91,"5,000,000+",0,0,4.1
1735,18,4.6,100609,52,"1,000,000+",0,13,6.0
1736,18,4.2,1343866,56,"10,000,000+",0,13,4.0
1737,18,4.5,168717,56,"10,000,000+",0,17,2.3
1738,18,4.8,549720,85,"10,000,000+",0,0,4.4
1739,18,4.1,18996,81,"1,000,000+",0,13,4.1
1740,18,4.3,25094,82,"1,000,000+",0,13,4.3
1741,18,4.4,93033,98,"5,000,000+",0,13,4.0
1742,18,4.0,120592,77,"10,000,000+",0,10,4.0
1743,18,4.2,187972,99,"5,000,000+",0,13,4.4
1744,18,4.0,484981,0,"10,000,000+",0,10,4.1
1745,18,4.2,2055,96,"100,000+",0,13,4.0
1746,18,4.5,73539,96,"1,000,000+",0,17,4.3
1747,18,4.7,59017,82,"1,000,000+",0,13,4.3
1748,18,4.2,5829,70,"100,000+",0,13,4.4
1749,18,4.4,18621,63,"100,000+",2.99,0,4.4
1750,18,4.6,19922,35,"100,000+",1.99,10,5.0
1751,18,4.9,21119,48,"100,000+",4.99,0,4.4
1752,18,4.4,7412,84,"100,000+",4.99,13,2.3
1753,18,4.5,18125,15,"100,000+",4.99,0,4.4
1754,18,4.6,10795,69,"100,000+",5.99,0,4.0
1755,18,4.2,13004,46,"100,000+",6.99,13,2.3
1756,18,4.5,38207,15,"100,000+",9.99,13,4.1
1757,18,4.6,9394,33,"100,000+",4.99,0,4.4
1758,18,4.6,337913,48,"5,000,000+",0,13,6.0
1759,18,4.5,4449882,67,"100,000,000+",0,10,4.1
1760,18,4.4,22429716,74,"500,000,000+",0,0,4.1
1761,18,4.6,3883589,57,"100,000,000+",0,0,4.1
1762,18,4.5,14200550,52,"100,000,000+",0,0,4.0
1763,18,4.6,2719142,25,"10,000,000+",0,13,4.1
1764,18,4.4,1107197,0,"10,000,000+",0,13,4.4
1765,18,4.4,3716278,36,"50,000,000+",0,13,4.3
1766,18,4.3,931595,31,"10,000,000+",0,13,4.0
1767,18,4.3,165928,91,"5,000,000+",0,13,4.4
1768,18,4.6,1480189,0,"10,000,000+",0,0,0.0
1769,18,4.3,2468063,92,"50,000,000+",0,13,4.0
1770,18,4.3,309176,70,"5,000,000+",0,10,4.4
1771,18,4.6,807338,93,"10,000,000+",0,13,4.0
1772,18,4.5,446434,52,"10,000,000+",0,0,4.0
1773,18,4.5,214819,91,"5,000,000+",0,0,4.1
1774,18,4.2,522466,37,"10,000,000+",0,17,4.0
1775,18,4.7,584126,64,"10,000,000+",0,10,4.1
1776,18,4.3,32551,35,"500,000+",0,17,4.4
1777,18,4.0,90218,97,"1,000,000+",0,13,6.0
1778,18,4.4,212524,93,"5,000,000+",0,0,4.0
1779,18,4.3,2045554,28,"50,000,000+",0,13,4.0
1780,18,4.6,745684,83,"5,000,000+",0,13,4.0
1781,18,4.7,416540,99,"10,000,000+",0,10,2.3
1782,18,4.4,16601,55,"500,000+",0,13,4.0
1783,18,4.7,59017,82,"1,000,000+",0,13,4.3
1784,18,4.4,3057481,14,"50,000,000+",0,13,2.3
1785,18,4.3,224514,81,"5,000,000+",0,13,4.0
1786,18,4.2,26247,0,"1,000,000+",0,13,4.0
1787,18,4.4,22430188,74,"500,000,000+",0,0,4.1
1788,18,4.5,4449910,67,"100,000,000+",0,10,4.1
1789,18,4.5,14201891,52,"100,000,000+",0,0,4.0
1790,18,4.5,27725352,76,"1,000,000,000+",0,10,4.1
1791,18,4.4,6199095,67,"100,000,000+",0,0,4.1
1792,18,4.3,10493,50,"1,000,000+",0,17,2.3
1793,18,4.5,148945,46,"10,000,000+",0,0,4.0
1794,18,4.7,1351771,0,"10,000,000+",0,0,4.1
1795,18,4.7,1889582,0,"50,000,000+",0,0,4.1
1796,18,4.6,23136735,97,"100,000,000+",0,10,4.1
1797,18,4.6,44893888,98,"100,000,000+",0,10,4.1
1798,18,4.4,7614415,70,"100,000,000+",0,0,2.3
1799,18,4.4,4067651,69,"100,000,000+",0,10,4.1
1800,18,4.7,295576,3.9,"10,000,000+",0,0,3.0
1801,18,4.6,59907,7.8,"5,000,000+",0,0,2.3
1802,18,4.5,10460,18,"1,000,000+",0,0,4.0
1803,18,4.3,10486018,24,"500,000,000+",0,0,4.0
1804,18,4.3,8119151,62,"500,000,000+",0,0,4.0
1805,18,4.3,1295625,11,"100,000,000+",0,0,4.1
1806,18,4.6,3093932,0,"10,000,000+",0,0,4.0
1807,18,4.8,230849,87,"10,000,000+",0,0,4.1
1808,18,4.5,9883367,99,"100,000,000+",0,0,4.1
1809,18,4.4,5235294,0,"100,000,000+",0,0,2.3
1810,18,4.5,3198176,82,"100,000,000+",0,0,4.0
1811,18,4.5,10055521,94,"100,000,000+",0,0,4.0
1812,18,4.6,4129665,0,"50,000,000+",0,0,4.0
1813,18,4.6,2158580,0,"10,000,000+",0,0,4.0
1814,18,4.6,506593,0,"10,000,000+",0,0,4.1
1815,18,4.6,5419676,96,"100,000,000+",0,0,4.4
1816,18,4.7,990723,75,"10,000,000+",0,0,4.1
1817,18,4.5,592504,0,"50,000,000+",0,0,4.1
1818,18,4.5,21892,14,"1,000,000+",0,0,4.0
1819,18,4.5,1138239,59,"50,000,000+",0,13,4.0
1820,18,4.6,9883806,74,"100,000,000+",0,0,4.4
1821,18,4.5,197540,29,"10,000,000+",0,0,4.1
1822,18,4.4,74695,17,"10,000,000+",0,0,4.0
1823,18,4.4,5566889,97,"100,000,000+",0,0,4.1
1824,18,4.6,2698882,78,"100,000,000+",0,0,4.1
1825,18,4.7,1535973,0,"50,000,000+",0,13,4.1
1826,18,4.5,14892469,0,"500,000,000+",0,0,4.1
1827,18,4.4,8923818,63,"100,000,000+",0,0,4.2
1828,18,4.6,7674252,0,"100,000,000+",0,17,0.0
1829,18,4.7,1125438,25,"10,000,000+",0,0,4.3
1830,18,4.6,29445,29,"5,000,000+",0,0,4.0
1831,18,4.5,655145,72,"10,000,000+",0,13,4.0
1832,18,4.4,4921451,0,"100,000,000+",0,10,0.0
1833,18,4.5,5476569,53,"100,000,000+",0,13,4.0
1834,18,4.3,1083571,0,"50,000,000+",0,0,0.0
1835,18,4.5,27725352,76,"1,000,000,000+",0,10,4.1
1836,18,4.2,1500999,33,"100,000,000+",0,0,4.1
1837,18,4.5,4230886,60,"100,000,000+",0,0,5.0
1838,18,4.3,8119154,62,"500,000,000+",0,0,4.0
1839,18,4.4,5235294,0,"100,000,000+",0,0,2.3
1840,18,4.7,1535973,0,"50,000,000+",0,13,4.1
1841,18,4.6,2698889,78,"100,000,000+",0,0,4.1
1842,18,4.7,990663,75,"10,000,000+",0,0,4.1
1843,18,4.6,7674252,0,"100,000,000+",0,17,0.0
1844,18,4.4,2119218,70,"50,000,000+",0,10,4.1
1845,18,4.6,1327265,99,"50,000,000+",0,13,2.3
1846,18,4.5,184210,99,"10,000,000+",0,0,4.4
1847,18,4.3,1003269,0,"50,000,000+",0,13,4.4
1848,18,4.5,1242855,27,"50,000,000+",0,13,4.2
1849,18,4.5,401425,70,"10,000,000+",0,0,4.0
1850,18,4.6,10979062,88,"100,000,000+",0,10,3.0
1851,18,4.6,515657,63,"10,000,000+",0,0,4.0
1852,18,4.3,955656,82,"10,000,000+",0,13,3.0
1853,18,4.6,337913,48,"5,000,000+",0,13,6.0
1854,18,4.5,1468591,0,"50,000,000+",0,17,0.0
1855,18,4.7,725897,31,"10,000,000+",0,13,4.1
1856,18,4.5,549039,23,"50,000,000+",0,13,2.3
1857,18,4.7,1559650,0,"50,000,000+",0,0,4.1
1858,18,4.7,292164,59,"10,000,000+",0,10,4.1
1859,18,4.6,520962,39,"10,000,000+",0,13,4.0
1860,18,4.4,1381820,54,"10,000,000+",0,13,3.0
1861,18,4.3,525517,48,"10,000,000+",0,0,2.3
1862,18,4.5,696,0,"100,000+",0,0,4.1
1863,18,4.3,194969,30,"10,000,000+",0,10,4.1
1864,18,4.4,327599,66,"10,000,000+",0,13,2.3
1865,18,4.2,3816799,32,"100,000,000+",0,0,4.0
1866,18,4.3,10538,50,"1,000,000+",0,17,2.3
1867,18,4.5,5476569,53,"100,000,000+",0,13,4.0
1868,18,4.4,105620,61,"1,000,000+",0,10,4.1
1869,18,4.7,37139,49,"1,000,000+",0,10,4.1
1870,18,4.2,147791,38,"5,000,000+",0,13,5.0
1871,18,4.1,347883,20,"10,000,000+",0,0,4.0
1872,18,4.5,343263,0,"10,000,000+",0,10,4.0
1873,18,4.5,216849,0,"10,000,000+",0,0,0.0
1874,18,4.5,354373,66,"10,000,000+",0,10,4.1
1875,18,4.1,753043,57,"100,000,000+",0,13,4.0
1876,18,4.3,43055,95,"5,000,000+",0,0,4.0
1877,18,4.5,80678,0,"5,000,000+",0,17,0.0
1878,18,4.4,153381,0,"10,000,000+",0,13,4.1
1879,18,4.5,559,32,"100,000+",0,10,4.0
1880,18,4.6,3073251,33,"50,000,000+",0,10,4.1
1881,18,4.0,26649,66,"5,000,000+",0,13,4.2
1882,18,4.3,2151039,75,"50,000,000+",0,13,4.0
1883,18,4.5,306764,29,"10,000,000+",0,0,4.0
1884,18,4.4,22430188,74,"500,000,000+",0,0,4.1
1885,18,4.4,4067651,69,"100,000,000+",0,10,4.1
1886,18,4.6,59907,7.8,"5,000,000+",0,0,2.3
1887,18,4.2,1500622,33,"100,000,000+",0,0,4.1
1888,18,4.5,14201604,52,"100,000,000+",0,0,4.0
1889,18,4.6,280098,50,"10,000,000+",0,0,4.0
1890,18,4.5,148990,46,"10,000,000+",0,0,4.0
1891,18,4.7,154264,12,"10,000,000+",0,0,0.0
1892,18,4.5,26985,41,"5,000,000+",0,0,4.0
1893,18,4.5,1125438,63,"10,000,000+",0,0,4.0
1894,18,4.5,5387781,53,"100,000,000+",0,0,4.1
1895,18,4.4,8923847,63,"100,000,000+",0,0,4.2
1896,18,4.6,1327269,99,"50,000,000+",0,13,2.3
1897,18,4.3,23043,0,"5,000,000+",0,0,4.1
1898,18,4.4,42145,20,"10,000,000+",0,0,4.0
1899,18,4.3,1295625,11,"100,000,000+",0,0,4.1
1900,18,4.7,990796,75,"10,000,000+",0,0,4.1
1901,18,4.7,171448,13,"10,000,000+",0,13,4.0
1902,18,4.4,2610680,46,"100,000,000+",0,0,4.1
1903,18,4.3,1300619,78,"50,000,000+",0,0,4.0
1904,18,4.4,2123793,49,"100,000,000+",0,0,4.1
1905,18,4.5,21892,14,"1,000,000+",0,0,4.0
1906,18,4.5,6074627,100,"100,000,000+",0,13,4.1
1907,18,4.4,104303,0,"10,000,000+",0,0,4.1
1908,18,4.4,5566908,97,"100,000,000+",0,0,4.1
1909,18,4.6,1480182,0,"10,000,000+",0,0,0.0
1910,18,4.6,2750645,0,"100,000,000+",0,0,4.2
1911,18,4.4,47644,15,"5,000,000+",0,0,4.0
1912,18,4.6,125647,33,"10,000,000+",0,0,4.1
1913,18,4.2,4355,0,"1,000,000+",0,0,2.3
1914,18,4.4,2119235,70,"50,000,000+",0,10,4.1
1915,18,4.6,214878,10,"10,000,000+",0,0,4.1
1916,18,4.6,811040,77,"10,000,000+",0,13,4.4
1917,18,4.7,1536349,0,"50,000,000+",0,13,4.1
1918,18,4.5,592504,0,"50,000,000+",0,0,4.1
1919,18,4.2,17044,4.9,"5,000,000+",0,0,2.3
1920,18,4.6,155186,0,"10,000,000+",0,0,4.1
1921,18,4.7,1125566,25,"10,000,000+",0,0,4.3
1922,18,4.6,5419676,96,"100,000,000+",0,0,4.4
1923,18,4.3,34494,23,"5,000,000+",0,10,2.3
1924,18,4.6,260651,51,"10,000,000+",0,0,4.0
1925,18,4.4,4638163,96,"100,000,000+",0,10,4.1
1926,18,4.4,4921409,0,"100,000,000+",0,10,0.0
1927,18,4.5,1468638,0,"50,000,000+",0,17,0.0
1928,18,4.2,344585,0,"50,000,000+",0,0,0.0
1929,18,4.4,7614407,70,"100,000,000+",0,0,2.3
1930,18,4.3,234110,38,"50,000,000+",0,0,2.3
1931,18,4.7,48615,24,"10,000,000+",0,0,4.1
1932,19,4.5,470694,0,"50,000,000+",0,0,4.1
1933,19,4.4,42145,20,"10,000,000+",0,0,4.0
1934,19,4.5,4449910,67,"100,000,000+",0,10,4.1
1935,19,4.4,14774,19,"1,000,000+",0,0,4.0
1936,19,4.4,12753,51,"5,000,000+",0,0,4.0
1937,19,4.5,33983,22,"5,000,000+",0,0,4.0
1938,19,4.6,20267,46,"1,000,000+",0,0,4.1
1939,19,4.5,5761,21,"1,000,000+",0,0,4.0
1940,19,4.3,11618,39,"5,000,000+",0,0,4.1
1941,19,4.7,12948,23,"1,000,000+",0,0,2.3
1942,19,4.4,685,26,"100,000+",0,0,4.1
1943,19,4.5,9779,39,"5,000,000+",0,0,4.0
1944,19,4.2,369378,24,"50,000,000+",0,0,4.1
1945,19,4.5,11436,15,"1,000,000+",0,0,4.0
1946,19,4.5,2150,20,"500,000+",0,0,4.0
1947,19,4.7,48615,24,"10,000,000+",0,0,4.1
1948,19,4.4,382,44,"500,000+",0,0,2.3
1949,19,4.3,24936,38,"5,000,000+",0,0,4.1
1950,19,4.6,1109,52,"1,000,000+",0,0,4.1
1951,19,3.9,974,14,"500,000+",0,0,4.0
1952,19,4.2,108795,49,"10,000,000+",0,0,4.0
1953,19,4.5,1455,8.9,"500,000+",0,0,2.3
1954,19,4.3,1024,0,"1,000,000+",0,0,0.0
1955,19,4.5,1014822,56,"50,000,000+",0,0,4.1
1956,19,4.4,86961,99,"10,000,000+",0,0,4.0
1957,19,4.4,7320,10,"1,000,000+",0,0,4.0
1958,19,4.8,269194,6.9,"10,000,000+",0,0,0.0
1959,19,4.4,59843,20,"5,000,000+",0,0,2.3
1960,19,4.4,18616,10,"1,000,000+",0,0,4.0
1961,19,4.3,11950,19,"5,000,000+",0,0,4.0
1962,19,4.6,4289,33,"500,000+",0,0,4.0
1963,19,4.1,68286,85,"10,000,000+",0,0,4.1
1964,19,4.5,11716,48,"1,000,000+",0,0,4.0
1965,19,4.5,3323,9.6,"1,000,000+",0,0,4.0
1966,19,4.5,36606,0,"10,000,000+",0,0,4.0
1967,19,4.0,328619,15,"10,000,000+",0,0,4.1
1968,19,4.5,10216997,0,"100,000,000+",0,10,0.0
1969,19,4.6,46741,50,"10,000,000+",0,0,4.0
1970,19,4.5,530854,51,"10,000,000+",0,0,2.3
1971,19,4.5,7050,24,"1,000,000+",0,0,4.0
1972,19,4.5,235906,13,"10,000,000+",0,0,4.1
1973,19,4.4,17753,16,"1,000,000+",0,0,4.0
1974,19,4.7,6294400,0,"100,000,000+",0,0,0.0
1975,19,4.5,520609,0,"10,000,000+",0,0,4.4
1976,19,4.5,432,63,"100,000+",0,10,4.4
1977,19,4.2,32029,15,"5,000,000+",0,0,4.1
1978,19,4.3,4207,26,"100,000+",0,0,4.1
1979,19,4.5,64,81,"10,000+",0,0,5.0
1980,19,4.2,96,79,"5,000+",3.99,0,4.4
1981,19,4.3,82471,0,"5,000,000+",0,0,4.4
1982,19,4.4,496,94,"100,000+",0,0,4.2
1983,19,4.6,20267,46,"1,000,000+",0,0,4.1
1984,19,4.6,29436,43,"1,000,000+",0,0,4.1
1985,19,4.5,19230,45,"5,000,000+",0,0,4.0
1986,19,4.2,11126,91,"1,000,000+",0,0,4.1
1987,19,4.5,23671,91,"1,000,000+",0,0,4.1
1988,19,4.6,9652,53,"1,000,000+",0,0,4.1
1989,19,4.6,9626,28,"1,000,000+",0,0,4.4
1990,19,4.1,29319,26,"5,000,000+",0,0,4.4
1991,19,4.5,1791,56,"500,000+",0,0,5.0
1992,19,4.6,9199,80,"500,000+",0,0,4.1
1993,19,4.6,14014,60,"1,000,000+",0,0,4.0
1994,19,4.5,110877,0,"1,000,000+",0,10,0.0
1995,19,4.3,160,67,"50,000+",0,0,0.0
1996,19,3.8,10366,78,"1,000,000+",0,0,4.1
1997,19,4.5,47644,27,"1,000,000+",0,0,4.0
1998,19,4.1,530792,0,"10,000,000+",0,0,0.0
1999,19,4.8,12137,63,"100,000+",0,10,4.1
2000,19,3.9,237,26,"100,000+",0,0,4.1
2001,19,4.5,6404,46,"500,000+",0,0,4.1
2002,19,4.4,6356,83,"500,000+",0,0,4.1
2003,19,4.3,169,60,"5,000+",2.99,0,4.1
2004,19,4.2,8,44,"1,000+",3.99,0,4.4
2005,19,3.0,2,82,500+,2.99,0,4.1
2006,19,4.5,4450855,67,"100,000,000+",0,10,4.1
2007,19,4.4,86961,99,"10,000,000+",0,0,4.0
2008,19,4.5,10216997,0,"100,000,000+",0,10,0.0
2009,19,4.7,48701,24,"10,000,000+",0,0,4.1
2010,19,4.1,15246,78,"1,000,000+",0,0,4.0
2011,19,4.5,520654,0,"10,000,000+",0,0,4.4
2012,19,4.5,4076,0,"100,000+",0,0,4.1
2013,19,4.5,530904,51,"10,000,000+",0,0,2.3
2014,19,4.6,106750,94,"1,000,000+",0,0,4.1
2015,19,4.3,33785,16,"5,000,000+",0,0,4.1
2016,19,4.3,4207,93,"500,000+",0,0,4.1
2017,19,4.5,58795,77,"10,000,000+",0,0,4.0
2018,19,4.2,3235,32,"1,000,000+",0,0,4.0
2019,19,4.2,47031,58,"1,000,000+",0,0,4.4
2020,19,4.4,131,48,"100,000+",0,0,4.2
2021,19,4.5,114,69,"50,000+",0,0,4.2
2022,19,4.1,673203,73,"50,000,000+",0,0,4.1
2023,19,4.2,2178,99,"500,000+",0,0,4.1
2024,19,4.1,175625,16,"10,000,000+",0,0,4.1
2025,19,4.7,8508,54,"500,000+",0,10,4.0
2026,19,4.3,3484,56,"1,000,000+",0,0,4.0
2027,19,4.4,379415,68,"10,000,000+",0,0,4.1
2028,19,4.4,19245,25,"1,000,000+",0,0,4.1
2029,19,4.3,24877,54,"5,000,000+",0,0,4.1
2030,19,4.4,765,51,"1,000,000+",0,0,2.3
2031,19,4.3,10088,0,"1,000,000+",0,0,4.1
2032,19,4.3,525552,48,"10,000,000+",0,0,2.3
2033,19,4.2,3762,44,"1,000,000+",0,0,4.3
2034,19,4.2,141363,8.7,"10,000,000+",0,0,2.3
2035,19,4.3,472584,91,"10,000,000+",0,0,4.0
2036,19,4.3,1329192,97,"50,000,000+",0,0,2.3
2037,19,4.1,148295,26,"10,000,000+",0,0,4.1
2038,19,4.2,41273,16,"5,000,000+",0,0,4.1
2039,19,4.5,278,0,"100,000+",0,0,4.2
2040,19,4.3,392596,53,"10,000,000+",0,0,4.0
2041,19,4.3,43060,95,"5,000,000+",0,0,4.0
2042,19,4.5,514088,83,"10,000,000+",0,0,4.4
